uberon_id	label	cxg_datasets	direct_cell_types	cell_types_incl_subparts	in_subsets	status
UBERON:0002661	superior frontal gyrus	6	0	0	efo_slim|uberon_slim	NO_LINK
UBERON:0002563	central nucleus of inferior colliculus	6	0	0		NO_LINK
UBERON:0004703	dorsal thalamus	6	0	1	pheno_slim|vertebrate_core	INHERITED_ONLY
UBERON:0002550	anterior hypothalamic region	6	0	1		INHERITED_ONLY
UBERON:0004222	stomach smooth muscle	6	0	3		INHERITED_ONLY
UBERON:0006761	corneo-scleral junction	6	1	1	efo_slim|pheno_slim|vertebrate_core	DIRECT
UBERON:0018131	periovarian fat pad	6	0	0		NO_LINK
UBERON:0001199	mucosa of stomach	6	0	8	pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:7770006	transverse colon epithelium	5	0	0		NO_LINK
UBERON:0001366	parietal peritoneum	5	1	1	uberon_slim|vertebrate_core	DIRECT
UBERON:0001626	left coronary artery	5	0	0	uberon_slim	NO_LINK
UBERON:0002894	olfactory cortex	5	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002726	cervical spinal cord	5	0	0		NO_LINK
UBERON:0016531	white matter of parietal lobe	5	0	0		NO_LINK
UBERON:0001072	inferior vena cava	5	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0000044	dorsal root ganglion	5	1	1	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0009958	bladder lumen	5	0	0		NO_LINK
UBERON:0001228	renal papilla	5	0	1	pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:0002342	neural crest	5	1	2	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0016525	frontal lobe	5	0	8	efo_slim	INHERITED_ONLY
UBERON:0003038	thoracic spinal cord	5	0	0	uberon_slim	NO_LINK
UBERON:0007628	lateral septal complex	5	0	0		NO_LINK
UBERON:0015790	autopod skin	5	0	0		NO_LINK
UBERON:0036292	adnexa of uterus	5	0	0		NO_LINK
UBERON:0002429	cervical lymph node	5	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0016528	white matter of frontal lobe	5	0	0		NO_LINK
UBERON:0001782	pigmented layer of retina	5	1	1	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0007795	ascitic fluid	5	0	0		NO_LINK
UBERON:0016534	white matter of temporal lobe	5	0	0		NO_LINK
UBERON:0004993	mucosa of sigmoid colon	5	0	0		NO_LINK
UBERON:0015143	mesenteric fat pad	5	0	0		NO_LINK
UBERON:0002049	vasculature	5	1	26	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0001515	thoracic aorta	5	1	1	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0003428	gonadal fat pad	5	0	0	efo_slim|pheno_slim	NO_LINK
UBERON:0035210	paracolic gutter	5	0	0		NO_LINK
UBERON:0004265	outflow tract myocardium	5	0	0		NO_LINK
UBERON:0002539	pharyngeal arch	5	0	0	efo_slim|pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0000080	mesonephros	5	1	3	efo_slim|organ_slim|pheno_slim|vertebrate_core	DIRECT
UBERON:0003697	abdominal wall	5	0	5	pheno_slim	INHERITED_ONLY
UBERON:0016535	white matter of occipital lobe	5	0	0		NO_LINK
UBERON:0010410	inguinal fat pad	5	0	0	pheno_slim	NO_LINK
UBERON:0035963	epithelial lining fluid	5	0	0		NO_LINK
UBERON:0001224	renal pelvis	5	1	4	pheno_slim|uberon_slim	DIRECT
UBERON:0001379	vastus lateralis	5	0	0	efo_slim|uberon_slim	NO_LINK
UBERON:8600137	transverse colon lamina propria	4	0	0		NO_LINK
UBERON:0001134	skeletal muscle tissue	4	5	5	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0009973	ureterovesical junction	4	0	0	pheno_slim	NO_LINK
UBERON:0012474	hepatic cecum	4	0	0		NO_LINK
UBERON:0001630	muscle organ	4	1	4	organ_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0005969	eye trabecular meshwork	4	1	1	efo_slim|pheno_slim	DIRECT
UBERON:0001830	minor salivary gland	4	0	0	organ_slim|pheno_slim	NO_LINK
UBERON:0000331	ileal mucosa	4	0	1		INHERITED_ONLY
UBERON:0003216	hard palate	4	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0001733	soft palate	4	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002174	middle lobe of right lung	4	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:8440010	Brodmann (1909) area 17	4	0	0		NO_LINK
UBERON:0001459	skin of external ear	4	0	0	pheno_slim	NO_LINK
UBERON:0004992	mucosa of descending colon	4	0	0		NO_LINK
UBERON:0004122	genitourinary system	4	0	0	efo_slim|pheno_slim	NO_LINK
UBERON:0001258	neck of urinary bladder	4	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0000167	oral cavity	4	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0004990	mucosa of ascending colon	4	0	0		NO_LINK
UBERON:0013540	Brodmann (1909) area 9	4	0	0		NO_LINK
UBERON:0001203	muscularis mucosae of stomach	4	0	0	pheno_slim	NO_LINK
UBERON:8600139	caecum lamina propria	4	0	0		NO_LINK
UBERON:0002427	arm skin	4	0	0		NO_LINK
UBERON:0003454	small intestine Peyer's patch	4	2	2		DIRECT
UBERON:8600049	dome of urinary bladder	4	0	0		NO_LINK
UBERON:0001943	midbrain tegmentum	4	0	2	efo_slim|pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0001775	ciliary body	4	1	3	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0012303	ureteral orifice	4	0	0	pheno_slim	NO_LINK
UBERON:0004121	ectoderm-derived structure	4	0	0	grouping_class	NO_LINK
UBERON:0001872	parietal lobe	4	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0004004	cerebellum lobule	4	0	0	pheno_slim	NO_LINK
UBERON:0001675	trigeminal ganglion	4	0	0	efo_slim|pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0002809	right temporal lobe	4	0	0		NO_LINK
UBERON:0001068	skin of back	4	1	1	pheno_slim	DIRECT
UBERON:0003517	kidney blood vessel	4	1	4	pheno_slim|vertebrate_core	DIRECT
UBERON:0000314	cecum mucosa	4	0	0		NO_LINK
UBERON:0001729	oropharynx	4	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0001727	taste bud	4	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0000974	neck	4	0	1	efo_slim|pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:0004086	brain ventricle	3	0	10	efo_slim|pheno_slim	INHERITED_ONLY
UBERON:0001869	cerebral hemisphere	3	0	79	efo_slim|pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:0005564	gonad primordium	3	0	0	efo_slim|grouping_class|vertebrate_core	NO_LINK
UBERON:0002450	decidua	3	4	4	pheno_slim|uberon_slim	DIRECT
UBERON:0004023	ganglionic eminence	3	0	0	pheno_slim	NO_LINK
UBERON:8300000	skin of scalp	3	1	1		DIRECT
UBERON:0001051	hypopharynx	3	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0010202	lateral line	3	0	6		INHERITED_ONLY
UBERON:0000965	lens of camera-type eye	3	1	2	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0003112	olfactory region	3	0	0	efo_slim	NO_LINK
UBERON:0005394	cortical layer V	3	5	6		DIRECT
UBERON:0001772	corneal epithelium	3	1	1	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0018303	adrenal tissue	3	0	0		NO_LINK
UBERON:0003544	brain white matter	3	0	0	pheno_slim	NO_LINK
UBERON:0002361	pia mater	3	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0036294	mucosa of lip	3	0	0		NO_LINK
UBERON:0000162	cloaca	3	0	0		NO_LINK
UBERON:0001737	larynx	3	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0003679	mouth floor	3	0	0	efo_slim|pheno_slim	NO_LINK
UBERON:7770008	sigmoid colon epithelium	3	0	0		NO_LINK
UBERON:0001728	nasopharynx	3	1	1	pheno_slim|uberon_slim	DIRECT
UBERON:0004499	skeletal muscle tissue of tibialis anterior	3	0	0		NO_LINK
UBERON:0001090	synovial fluid	3	0	0	uberon_slim|vertebrate_core	NO_LINK
UBERON:0005395	cortical layer VI	3	4	5		DIRECT
UBERON:0001443	chest	3	0	5	efo_slim|pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:0008337	inguinal part of abdomen	3	0	0	efo_slim	NO_LINK
UBERON:0015838	molar dental pulp	3	0	0		NO_LINK
UBERON:0003346	mucosa of rectum	3	0	0		NO_LINK
UBERON:0001624	anterior cerebral artery	3	0	0	uberon_slim	NO_LINK
UBERON:0014374	embryoid body	3	0	0	efo_slim	NO_LINK
UBERON:8600136	sigmoid colon lamina propria	3	0	0		NO_LINK
UBERON:0001754	dental pulp	3	2	2	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0000320	duodenal mucosa	3	0	4		INHERITED_ONLY
UBERON:0011602	gingiva of lower jaw	3	0	0	pheno_slim	NO_LINK
UBERON:0001777	substantia propria of cornea	3	1	1	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0001684	mandible	3	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0002299	alveolus of lung	3	4	5	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0001886	choroid plexus	3	3	7	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0002199	integument	3	0	49	pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0002067	dermis	3	7	10	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0000399	jejunal mucosa	3	0	1		INHERITED_ONLY
UBERON:0011189	lamina propria of large intestine	3	4	4		DIRECT
UBERON:0022352	medial orbital frontal cortex	3	0	0		NO_LINK
UBERON:0000115	lung epithelium	3	4	4	pheno_slim	DIRECT
UBERON:0000004	nose	3	0	3	efo_slim|major_organ|pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:8440000	cortical layer II/III	3	2	2		DIRECT
UBERON:0013538	Brodmann (1909) area 7	3	0	0		NO_LINK
UBERON:0004528	alveolar ridge of mandible	3	0	0	pheno_slim	NO_LINK
UBERON:0001997	olfactory epithelium	3	3	3	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0000411	visual cortex	3	0	0	efo_slim	NO_LINK
UBERON:0012430	tunica fibrosa of eyeball	3	0	3		INHERITED_ONLY
UBERON:0003067	dorsolateral placode	2	0	0		NO_LINK
UBERON:0003076	posterior neural tube	2	0	0		NO_LINK
UBERON:0003059	presomitic mesoderm	2	2	2	efo_slim|pheno_slim	DIRECT
UBERON:0002120	pronephros	2	1	2	efo_slim|organ_slim|uberon_slim	DIRECT
UBERON:0005725	olfactory system	2	1	5	efo_slim|pheno_slim|vertebrate_core	DIRECT
UBERON:0006860	swim bladder	2	0	0	efo_slim|organ_slim	NO_LINK
UBERON:0001792	ganglionic layer of retina	2	1	1	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0015867	cystic lymph node	2	0	0		NO_LINK
UBERON:0002328	notochord	2	1	1	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0008954	lingula of left lung	2	0	0		NO_LINK
UBERON:0003072	optic cup	2	0	0	pheno_slim|vertebrate_core	NO_LINK
UBERON:0005068	neural rod	2	0	0	efo_slim	NO_LINK
UBERON:0002827	vestibulocochlear ganglion	2	0	2	efo_slim|pheno_slim|vertebrate_core	INHERITED_ONLY
UBERON:0009848	zona limitans intrathalamica	2	0	0		NO_LINK
UBERON:0000391	leptomeninx	2	1	2	organ_slim	DIRECT
UBERON:0003528	brain gray matter	2	0	9		INHERITED_ONLY
UBERON:0004024	medial ganglionic eminence	2	0	0	pheno_slim	NO_LINK
UBERON:0003053	ventricular zone	2	0	0	efo_slim|vertebrate_core	NO_LINK
UBERON:0014455	subcutaneous abdominal adipose tissue	2	0	0		NO_LINK
UBERON:0002538	hatching gland	2	0	0	efo_slim|uberon_slim	NO_LINK
UBERON:0001377	quadriceps femoris	2	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0001277	intestinal epithelium	2	10	33	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0004638	blood vessel endothelium	2	1	2	pheno_slim|vertebrate_core	DIRECT
UBERON:0001242	intestinal mucosa	2	0	57	pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:2001200	corpuscles of Stannius	2	0	0		NO_LINK
UBERON:0000204	ventral part of telencephalon	2	0	10	developmental_classification|efo_slim	INHERITED_ONLY
UBERON:0001904	habenula	2	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0006562	pharynx	2	0	4	grouping_class|uberon_slim	INHERITED_ONLY
UBERON:0001133	cardiac muscle tissue	2	1	15	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0001130	vertebral column	2	0	1	efo_slim|pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0005305	thyroid follicle	2	0	1	pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0000054	macula	2	1	1	pheno_slim|uberon_slim	DIRECT
UBERON:0005419	pectoral appendage bud	2	0	0	efo_slim	NO_LINK
UBERON:0003894	liver primordium	2	0	0	efo_slim|pheno_slim|vertebrate_core	NO_LINK
UBERON:0002463	muscle of posterior compartment of hindlimb stylopod	2	0	0	uberon_slim	NO_LINK
UBERON:2000040	median fin fold	2	0	0		NO_LINK
UBERON:0009127	epibranchial ganglion	2	0	9		INHERITED_ONLY
UBERON:0002329	somite	2	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0003089	sclerotome	2	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0006630	left atrium auricular region	2	0	0	pheno_slim	NO_LINK
UBERON:0001625	right coronary artery	2	0	0	uberon_slim	NO_LINK
UBERON:0003701	calcaneal tendon	2	0	0	pheno_slim	NO_LINK
UBERON:0002810	right frontal lobe	2	0	0		NO_LINK
UBERON:0001474	bone element	2	2	17	efo_slim|major_organ|organ_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0010959	craniocervical muscle	2	0	0		NO_LINK
UBERON:0001511	skin of leg	2	0	0		NO_LINK
UBERON:0004741	cleithrum	2	0	0	efo_slim	NO_LINK
UBERON:0003082	myotome	2	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:2000120	lateral line ganglion	2	1	2	efo_slim	DIRECT
UBERON:0002808	left temporal lobe	2	0	0		NO_LINK
UBERON:0003837	thoracic segment connective tissue	2	0	0		NO_LINK
UBERON:0003055	periderm	2	1	1	pheno_slim|uberon_slim	DIRECT
UBERON:0006908	fast muscle tissue	2	0	0		NO_LINK
UBERON:0001840	semicircular canal	2	0	2	pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0006907	slow muscle tissue	2	0	0		NO_LINK
UBERON:0008777	hypaxial musculature	2	0	0		NO_LINK
UBERON:0005721	pronephric mesoderm	2	0	0	efo_slim	NO_LINK
UBERON:0004152	bulbus arteriosus	2	0	0	efo_slim	NO_LINK
UBERON:0039167	bronchopulmonary lymph node	2	0	0		NO_LINK
UBERON:0002169	alveolar sac	2	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0005087	tooth placode	2	0	0		NO_LINK
UBERON:0003061	blood island	2	0	0	efo_slim|pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0014848	tendon of quadriceps femoris	2	0	0		NO_LINK
UBERON:0016479	capsule of liver	2	0	0		NO_LINK
UBERON:0001769	iris	2	0	3	efo_slim|pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0002967	cingulate gyrus	2	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0003058	hypochord	2	0	0	dubious_grouping|efo_slim	NO_LINK
UBERON:0035328	upper outer quadrant of breast	2	0	0		NO_LINK
UBERON:0004026	caudal ganglionic eminence	2	0	0	efo_slim|pheno_slim	NO_LINK
UBERON:0001809	enteric ganglion	2	1	1	pheno_slim	DIRECT
UBERON:0005426	lens vesicle	2	0	0	pheno_slim|vertebrate_core	NO_LINK
UBERON:0002428	limb bone	2	0	0	efo_slim|pheno_slim	NO_LINK
UBERON:0004135	distal tubule	2	1	10		DIRECT
UBERON:0034891	insular cortex	2	0	0		NO_LINK
UBERON:0004989	mucosa of appendix	2	0	4		INHERITED_ONLY
UBERON:0006631	right atrium auricular region	2	0	0	pheno_slim	NO_LINK
UBERON:0012168	umbilical cord blood	2	1	1	efo_slim	DIRECT
UBERON:0001985	corneal endothelium	2	1	1	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0004092	hypothalamus-pituitary axis	2	0	0	pheno_slim	NO_LINK
UBERON:0002042	lymphatic vessel endothelium	2	0	0	pheno_slim|vertebrate_core	NO_LINK
UBERON:0009881	anterior lateral plate mesoderm	2	0	0	efo_slim	NO_LINK
UBERON:0003566	head connective tissue	2	0	0		NO_LINK
UBERON:0001496	ascending aorta	2	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0003079	floor plate	2	0	0	efo_slim|pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0002110	gallbladder	2	3	3	efo_slim|organ_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0002803	right parietal lobe	2	0	0		NO_LINK
UBERON:0004739	pronephric glomerulus	2	0	0		NO_LINK
UBERON:0003051	ear vesicle	2	0	0	pheno_slim|vertebrate_core	NO_LINK
UBERON:0003099	cranial neural crest	2	0	0	efo_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0002101	limb	2	1	4	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0000151	pectoral fin	2	0	0		NO_LINK
UBERON:0002165	endocardium	2	1	2	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0005413	spinocerebellar tract	2	0	0	pheno_slim	NO_LINK
UBERON:0004088	orbital region	2	1	52	pheno_slim	DIRECT
UBERON:0001932	arcuate nucleus of hypothalamus	2	3	3	uberon_slim	DIRECT
UBERON:0002171	lower lobe of right lung	2	0	0	pheno_slim	NO_LINK
UBERON:0002802	left parietal lobe	2	0	0		NO_LINK
UBERON:0002811	left frontal lobe	2	0	0		NO_LINK
UBERON:0002256	dorsal horn of spinal cord	2	2	2	pheno_slim|vertebrate_core	DIRECT
UBERON:0006857	interrenal primordium	2	0	0		NO_LINK
UBERON:0001789	outer nuclear layer of retina	2	0	0	pheno_slim|vertebrate_core	NO_LINK
UBERON:0009635	parachordal cartilage	2	0	0		NO_LINK
UBERON:0035886	posterior parietal association areas	2	0	0		NO_LINK
UBERON:0003084	heart primordium	2	0	0	uberon_slim	NO_LINK
UBERON:0003922	pancreatic epithelial bud	2	0	0	efo_slim	NO_LINK
UBERON:0002170	upper lobe of right lung	2	0	0	pheno_slim	NO_LINK
UBERON:0003357	epithelium of tongue	2	0	0	pheno_slim	NO_LINK
UBERON:0007811	craniocervical region	2	0	84	pheno_slim	INHERITED_ONLY
UBERON:0004117	pharyngeal pouch	2	0	0	efo_slim|pheno_slim|vertebrate_core	NO_LINK
UBERON:0001714	cranial ganglion	2	0	4	efo_slim|pheno_slim|uberon_slim|vertebrate_core	INHERITED_ONLY
UBERON:0001287	proximal convoluted tubule	2	1	3	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0004017	periocular mesenchyme	2	0	0	pheno_slim	NO_LINK
UBERON:0004160	proepicardium	2	0	0		NO_LINK
UBERON:0002196	adenohypophysis	2	2	4	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0001791	inner nuclear layer of retina	2	2	2	pheno_slim|vertebrate_core	DIRECT
UBERON:0002046	thyroid gland	2	2	4	efo_slim|organ_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0003052	midbrain-hindbrain boundary	2	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0003083	trunk neural crest	2	0	0	efo_slim|uberon_slim	NO_LINK
UBERON:0005396	carotid artery segment	2	1	1	efo_slim|grouping_class|pheno_slim|vertebrate_core	DIRECT
UBERON:0014454	visceral abdominal adipose tissue	2	0	0		NO_LINK
UBERON:0000378	tongue muscle	2	1	1	pheno_slim	DIRECT
UBERON:0001085	skin of trunk	2	0	1		INHERITED_ONLY
UBERON:0001393	auditory cortex	2	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0003081	lateral plate mesoderm	2	0	1	pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:0023852	temporoparietal junction	2	0	0		NO_LINK
UBERON:0001768	uvea	2	1	11	pheno_slim|uberon_slim	DIRECT
UBERON:0014918	retrosplenial granular cortex	1	0	0	pheno_slim	NO_LINK
UBERON:0005384	nasal cavity epithelium	1	2	2	pheno_slim	DIRECT
UBERON:0013541	Brodmann (1909) area 10	1	0	0		NO_LINK
UBERON:0004929	submucosa of ascending colon	1	0	0		NO_LINK
UBERON:0006679	carina of trachea	1	0	0		NO_LINK
UBERON:0002245	cerebellar hemisphere	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0003584	mammary gland connective tissue	1	0	0	pheno_slim	NO_LINK
UBERON:0016526	lobe of cerebral hemisphere	1	0	18		INHERITED_ONLY
UBERON:0004946	submucosa of ileum	1	0	0		NO_LINK
UBERON:0002382	rectus abdominis muscle	1	0	0	organ_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0001471	skin of prepuce of penis	1	1	1	pheno_slim	DIRECT
UBERON:0007106	chorionic villus	1	0	0		NO_LINK
UBERON:0013067	colorectal mucosa	1	0	0		NO_LINK
UBERON:0000403	scalp	1	1	2	pheno_slim	DIRECT
UBERON:8410021	inguinal region skin	1	0	0	added_for_HCA	NO_LINK
UBERON:0013756	venous blood	1	1	1		DIRECT
UBERON:0003403	skin of forearm	1	0	0		NO_LINK
UBERON:0035213	basal zone of heart	1	0	0		NO_LINK
UBERON:0005406	perirenal fat	1	2	2		DIRECT
UBERON:0010052	mucosa of dorsum of tongue	1	0	0		NO_LINK
UBERON:0004339	vault of skull	1	0	0	pheno_slim	NO_LINK
UBERON:0002756	anterior cingulate gyrus	1	0	0	uberon_slim	NO_LINK
UBERON:0007616	layer of synovial tissue	1	0	2		INHERITED_ONLY
UBERON:0005616	mesenteric artery	1	0	0		NO_LINK
UBERON:0000977	pleura	1	1	3	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0003594	pelvis connective tissue	1	0	0		NO_LINK
UBERON:0000344	mucosa	1	0	10	pheno_slim	INHERITED_ONLY
UBERON:0002012	pulmonary artery	1	3	3	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0002129	cerebellar cortex	1	1	1	pheno_slim|uberon_slim	DIRECT
UBERON:8480050	skin of calf	1	0	0		NO_LINK
UBERON:0000410	bronchial mucosa	1	0	0		NO_LINK
UBERON:8410000	duodeno-jejunal junction	1	0	0		NO_LINK
UBERON:0014892	skeletal muscle organ, vertebrate	1	0	5		INHERITED_ONLY
UBERON:0004262	upper leg skin	1	1	1		DIRECT
UBERON:8480031	tooth root apical papilla	1	0	0		NO_LINK
UBERON:0001049	neural tube	1	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0000014	zone of skin	1	0	8	pheno_slim	INHERITED_ONLY
UBERON:0005609	iliac artery	1	0	0	grouping_class	NO_LINK
UBERON:0000416	subdural space	1	0	0		NO_LINK
UBERON:0000993	oviduct	1	1	24	efo_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0001638	vein	1	1	12	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0001087	pleural fluid	1	0	0	uberon_slim	NO_LINK
UBERON:0010415	barrel cortex	1	0	0	pheno_slim	NO_LINK
UBERON:8440075	gustatory cortex	1	0	0		NO_LINK
UBERON:0014648	hemisphere part of cerebellar posterior lobe	1	0	0		NO_LINK
UBERON:0002060	femoral artery	1	0	0	uberon_slim	NO_LINK
UBERON:0002385	muscle tissue	1	0	16	uberon_slim	INHERITED_ONLY
UBERON:0003532	hindlimb skin	1	0	0		NO_LINK
UBERON:0001294	inner medulla of kidney	1	1	10	pheno_slim	DIRECT
UBERON:0001637	artery	1	1	8	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0004264	lower leg skin	1	0	0		NO_LINK
UBERON:3000645	corpus	1	0	0		NO_LINK
UBERON:0003663	hindlimb muscle	1	0	0	efo_slim	NO_LINK
UBERON:0001508	arch of aorta	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0036245	parenchyma of mammary gland	1	0	0		NO_LINK
UBERON:0035835	apical region of left ventricle	1	0	0		NO_LINK
UBERON:0000117	respiratory tube	1	0	34		INHERITED_ONLY
UBERON:0018105	perifoveal part of retina	1	0	0		NO_LINK
UBERON:0022276	splenic flexure of colon	1	0	0		NO_LINK
UBERON:0010506	meningeal dura mater	1	0	0		NO_LINK
UBERON:0002363	dura mater	1	1	1	organ_slim|pheno_slim|uberon_slim	DIRECT
UBERON:8480030	skin of breast	1	0	0		NO_LINK
UBERON:0001707	nasal cavity	1	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0034765	glabella skin	1	0	0		NO_LINK
UBERON:0001836	saliva	1	0	0	uberon_slim	NO_LINK
UBERON:0001300	scrotum	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002021	occipital lobe	1	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0001901	epithelium of trachea	1	5	5	pheno_slim	DIRECT
UBERON:0001913	milk	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002228	rib	1	0	0	efo_slim|pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:1000021	skin of face	1	1	1	pheno_slim|phenotype_rcn	DIRECT
UBERON:0003105	dorsal lateral plate region	1	0	0	efo_slim|uberon_slim	NO_LINK
UBERON:0002489	coronal suture	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0001293	outer medulla of kidney	1	1	10	pheno_slim	DIRECT
UBERON:0001554	skin of hip	1	0	0		NO_LINK
UBERON:0002340	epithelium of main bronchus	1	0	0		NO_LINK
UBERON:0004648	esophagus muscularis mucosa	1	0	0		NO_LINK
UBERON:8000004	central retina	1	0	0		NO_LINK
UBERON:0004025	lateral ganglionic eminence	1	0	0	pheno_slim	NO_LINK
UBERON:0002041	terminal bronchus	1	0	0	organ_slim	NO_LINK
UBERON:8480060	paraspinal region	1	0	0		NO_LINK
UBERON:0001776	optic choroid	1	2	2	pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0010172	bulb of aorta	1	0	0	pheno_slim	NO_LINK
UBERON:0001510	skin of knee	1	0	0		NO_LINK
UBERON:0004070	cerebellum vermis lobule	1	0	0	pheno_slim	NO_LINK
UBERON:0001514	descending aorta	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0005343	cortical plate	1	0	0	pheno_slim	NO_LINK
UBERON:0036288	anterior wall of left ventricle	1	0	0		NO_LINK
UBERON:0010230	eyeball of camera-type eye	1	0	36	pheno_slim	INHERITED_ONLY
UBERON:8480009	tendon of semitendinosus	1	0	0		NO_LINK
UBERON:0002167	right lung	1	0	0	pheno_slim|uberon_slim	NO_LINK
